53	225	19
210	145	21
180	69	158
21	185	167
188	69	108
242	12	136
250	203	175
240	251	71
142	85	147
124	75	97
2	252	240
51	28	239
238	111	27
80	171	182
166	206	224
121	188	188
96	116	109
211	176	146
228	239	27
122	105	98
109	236	53
74	181	204
43	23	163
240	96	140
23	234	102
147	152	117
6	168	53
134	234	20
32	14	73
200	10	217
19	137	4
104	222	249
225	107	210
61	238	35
73	37	183
29	248	79
52	164	133
43	141	191
84	136	249
206	102	93
224	170	179
69	157	166
79	163	185
5	15	135
85	54	36
5	242	176
69	106	92
85	138	109
181	25	55
137	62	21
218	219	63
72	59	12
7	244	98
90	132	18
28	112	107
52	198	101
45	41	50
76	46	197
183	169	7
115	64	142
86	210	68
59	247	245
36	6	1
207	105	168
236	39	134
47	217	123
202	153	116
136	19	145
142	101	151
204	230	200
241	53	190
196	22	172
85	219	128
227	58	193
88	208	161
192	128	90
167	124	7
27	118	239
70	135	196
101	97	77
4	159	148
135	233	199
185	72	176
77	53	247
135	145	43
73	49	87
117	206	191
170	77	217
171	131	24
216	78	125
5	78	212
181	104	126
107	121	229
247	61	70
127	133	87
171	155	119
44	176	218
212	182	190
96	200	197
137	231	134
248	247	123
249	91	250
30	202	94
9	59	169
25	48	184
90	107	200
2	176	131
110	69	132
214	41	54
168	99	202
140	32	56
247	73	31
31	185	133
214	10	87
34	181	155
221	91	160
207	219	133
117	37	225
187	108	98
206	109	23
248	55	241
51	190	8
84	15	111
13	127	12
205	76	223
146	230	209
66	248	17
53	136	238
225	28	75
116	28	1
13	220	6
196	3	4
81	218	228
184	225	144
57	90	69
112	248	189
177	190	47
201	180	239
79	170	133
64	216	5
17	183	122
120	129	144
201	130	228
92	246	10
19	83	148
253	173	200
199	234	92
68	139	217
241	153	240
154	58	20
51	108	156
10	187	238
136	64	210
129	237	248
198	136	161
6	228	129
146	236	87
114	63	245
112	33	164
30	125	82
39	207	109
132	177	230
235	212	79
164	206	37
254	36	148
50	115	110
220	3	175
98	130	249
54	155	225
225	135	236
109	129	76
51	102	148
95	16	248
158	78	153
120	160	153
35	183	152
47	24	193
190	29	52
77	103	115
173	89	251
171	100	72
178	168	210
167	122	158
81	162	46
181	40	185
37	74	25
231	64	254
68	225	205
176	205	125
11	141	27
134	128	47
122	149	72
147	169	112
14	80	250
174	156	22
229	8	28
254	73	194
58	144	31
69	48	171
19	121	12
205	74	81
138	50	167
1	188	93
237	15	198
139	155	106
75	86	152
14	149	153
169	161	4
80	43	161
14	156	186
99	23	193
90	30	82
18	14	205
26	48	31
109	160	34
246	97	47
221	23	139
7	207	165
153	167	236
248	141	64
137	229	113
77	9	159
81	130	221
227	124	187
44	87	235
66	104	67
93	94	7
104	121	56
57	38	206
16	18	19
244	21	87
250	140	110
99	109	18
205	17	27
181	73	203
222	108	98
60	157	155
221	204	40
112	122	173
225	253	177
108	49	200
82	111	190
39	71	3
15	79	196
131	78	120
246	126	249
173	105	76
198	76	172
186	36	68
33	216	223
67	94	230
169	246	127
166	171	94
94	24	15
254	233	168
227	133	252
135	253	217
92	159	27
79	22	27
65	237	52
18	68	43
103	40	35
154	104	103
141	81	226
163	178	166
7	3	127
8	93	35
158	89	254
93	203	42
57	104	155
174	102	116
87	250	248
86	133	111
223	23	90
187	215	131
195	25	196
219	163	129
214	221	131
231	55	208
89	70	216
249	227	111
73	53	209
61	185	16
42	134	201
187	74	212
132	198	135
125	123	58
157	246	44
59	21	231
183	182	74
109	103	243
7	101	195
58	99	139
163	176	78
55	95	230
50	103	29
52	8	145
77	26	177
89	153	141
143	244	223
189	40	131
89	121	13
246	198	244
123	153	39
205	195	85
176	216	27
46	179	34
145	46	120
229	128	51
152	29	88
182	226	82
178	128	169
24	54	222
65	117	86
130	130	246
225	162	110
234	30	110
99	129	116
6	235	42
176	147	213
129	134	244
46	164	96
173	175	118
99	139	90
193	66	83
100	180	183
130	235	55
123	211	191
47	7	175
31	142	218
55	116	67
187	233	15
239	19	34
36	72	176
200	223	114
42	212	195
198	125	235
103	122	244
141	127	127
230	225	38
13	176	245
138	184	51
216	147	2
18	121	119
122	92	156
0	129	95
152	1	164
69	157	138
67	101	164
106	18	119
251	6	105
101	109	218
42	16	218
181	0	68
209	87	161
225	111	60
105	163	67
67	60	233
147	54	83
158	156	137
220	167	199
76	233	88
236	213	44
244	246	187
113	168	11
127	170	98
108	161	120
111	24	19
242	68	182
129	72	122
76	143	128
240	122	223
75	1	158
211	66	204
118	224	133
16	56	198
201	63	37
58	104	127
195	56	223
155	208	4
132	62	246
137	208	150
251	29	247
17	242	148
187	228	114
55	154	21
100	108	170
0	119	197
53	152	104
218	82	84
195	86	83
43	170	203
171	44	102
36	132	228
81	253	211
54	173	210
6	87	138
162	222	114
170	171	53
150	231	217
139	225	245
219	85	90
220	29	2
81	202	114
97	41	250
18	17	251
163	38	24
242	204	97
138	8	217
52	114	177
112	111	189
251	11	197
32	218	64
38	41	180
53	180	210
194	59	55
227	133	219
175	104	59
246	110	89
127	148	249
60	8	69
8	80	11
212	86	44
3	227	29
108	87	239
225	44	253
210	169	136
65	127	219
91	178	52
172	167	187
190	160	3
105	207	99
90	218	136
106	250	16
143	182	215
12	4	138
66	239	160
68	35	21
42	39	230
70	12	169
246	236	183
202	113	95
224	241	100
141	47	60
122	250	90
76	76	55
254	110	39
37	145	114
30	233	1
136	156	195
158	105	153
239	189	78
187	115	70
111	102	200
89	103	176
148	138	79
200	212	247
86	27	138
196	120	205
129	253	21
238	147	31
118	162	237
142	170	63
189	144	193
7	46	21
50	159	221
174	245	3
180	205	38
203	148	252
229	77	134
142	227	186
181	141	44
24	62	77
188	85	169
31	24	28
4	31	15
111	161	249
37	42	252
173	50	197
169	73	93
156	216	91
51	13	245
181	68	93
134	162	180
107	3	106
66	104	44
86	98	211
76	219	160
2	237	214
210	43	200
239	136	1
40	101	208
42	104	100
166	229	33
35	76	89
58	145	85
155	85	109
137	179	8
224	117	42
224	155	64
177	121	155
92	165	189
80	186	212
33	234	116
34	183	240
58	251	242
38	132	146
102	225	31
16	17	202
171	177	137
166	158	209
237	196	144
118	141	254
8	214	46
210	85	178
39	159	232
9	202	49
62	212	56
45	128	45
84	235	47
227	119	124
89	67	111
94	99	69
142	92	13
198	208	219
6	211	163
86	107	38
96	136	140
83	129	53
144	245	70
192	254	89
216	66	183
177	7	189
144	37	67
121	191	16
245	58	35
12	19	53
175	67	161
80	173	106
8	5	193
168	251	208
155	68	120
185	177	181
103	202	146
10	146	215
94	58	241
13	57	31
183	245	251
47	81	204
244	31	20
188	87	182
132	195	176
5	2	141
2	11	23
104	29	170
210	2	83
112	116	27
18	59	7
208	152	112
209	106	232
158	33	197
236	244	130
190	5	243
130	204	128
8	212	31
220	155	30
91	91	71
200	207	61
104	212	160
207	90	44
9	156	253
204	68	57
251	4	3
168	115	42
180	181	83
72	11	115
176	228	56
233	195	72
118	227	54
172	66	29
103	92	138
78	58	11
204	24	208
160	193	96
61	73	174
172	223	228
4	182	156
187	42	209
167	27	176
209	174	119
60	162	204
217	152	71
115	151	87
199	207	201
63	82	245
152	149	13
29	21	11
40	209	111
154	35	240
40	58	195
129	91	160
224	85	94
181	245	113
164	112	119
205	110	40
243	246	180
57	109	117
166	243	185
156	83	151
88	166	86
217	243	118
221	47	170
118	241	131
76	97	204
174	6	132
202	51	56
96	227	35
232	254	110
83	197	135
214	235	183
223	3	167
234	27	67
184	90	168
52	80	93
209	69	100
8	56	138
242	253	104
18	150	246
121	55	164
78	247	82
111	247	7
185	125	133
178	50	195
71	252	226
228	57	245
80	148	18
157	25	250
185	233	22
211	125	127
229	188	123
14	28	155
40	100	47
187	74	99
146	110	122
245	165	137
13	35	234
37	54	2
65	52	98
53	52	160
37	0	229
109	85	196
213	95	210
229	123	61
240	168	175
146	164	157
23	86	126
144	192	80
206	180	6
124	164	28
215	4	242
247	210	120
196	78	1
48	98	35
143	150	51
0	156	40
82	223	11
190	70	85
93	92	130
170	183	127
75	68	159
79	27	101
94	178	204
182	206	95
202	168	241
144	214	218
207	234	101
28	29	86
19	169	155
138	137	102
80	207	234
180	148	96
21	129	124
117	12	193
50	171	104
124	184	227
253	202	7
56	192	3
117	229	162
100	89	77
49	35	14
73	212	166
179	32	242
54	205	71
120	10	46
22	43	228
190	51	178
242	107	58
74	167	211
173	33	188
103	183	162
55	72	165
64	145	166
77	245	215
67	199	91
97	108	243
249	114	31
69	179	180
236	66	20
217	216	246
195	69	184
55	232	187
140	88	183
127	205	121
99	25	14
219	141	109
9	68	83
68	239	131
132	164	232
115	218	191
141	218	169
46	216	126
54	121	246
175	198	150
123	80	153
69	197	21
249	136	168
63	58	145
57	178	181
177	7	162
181	166	49
82	245	198
150	193	100
7	202	39
233	237	119
24	101	182
205	99	85
226	195	44
87	111	47
241	118	153
96	121	12
33	59	122
47	53	252
35	193	58
74	10	182
150	191	119
153	139	8
247	30	222
63	117	93
215	171	237
97	153	215
216	207	90
172	39	219
127	125	102
18	196	212
76	78	242
137	116	224
159	180	121
217	176	56
248	176	243
229	101	135
89	196	129
234	172	146
170	93	194
99	232	209
38	58	163
7	61	130
190	210	197
161	104	143
63	21	158
74	159	109
222	191	27
205	238	248
125	211	224
18	180	135
208	191	201
87	228	90
91	84	43
78	56	143
206	137	65
220	39	222
49	100	166
50	46	13
130	63	78
55	121	174
102	63	128
161	114	238
161	18	240
98	123	8
86	222	39
79	160	192
69	67	131
244	6	40
154	112	224
217	24	175
134	219	64
142	78	69
227	194	253
184	167	203
99	100	154
117	140	227
18	240	234
20	57	13
194	21	17
90	151	57
226	225	70
23	63	151
112	202	196
237	207	66
194	175	196
140	206	235
34	67	252
176	225	148
72	89	217
232	28	132
3	210	154
240	44	202
121	78	52
38	201	121
246	250	239
171	57	191
133	241	191
30	149	159
154	218	190
122	120	152
141	32	106
24	38	135
47	173	217
105	116	232
27	61	253
181	81	155
213	236	210
252	221	217
60	86	67
51	199	129
57	240	47
56	109	169
193	29	83
97	31	144
69	64	251
241	237	56
209	160	39
133	64	44
191	203	31
43	23	193
248	166	158
156	175	79
155	206	147
133	118	79
30	209	238
66	178	142
113	232	176
90	124	148
5	116	222
181	24	77
243	107	211
71	204	118
210	70	98
43	132	177
88	193	60
80	28	109
174	224	39
187	84	111
104	18	128
12	150	135
202	18	46
251	143	22
136	24	227
120	40	177
86	195	234
73	53	54
78	113	241
101	70	95
86	75	128
121	237	15
14	85	7
132	163	135
32	160	112
160	95	33
181	217	248
77	214	82
19	230	145
49	180	99
115	170	211
31	101	156
90	105	103
154	99	58
11	18	126
251	117	200
230	248	211
24	40	225
79	5	114
108	113	12
80	64	221
72	251	37
5	190	224
5	37	181
35	98	142
116	45	200
155	44	110
27	52	143
59	215	20
100	2	47
39	94	99
34	154	169
227	32	28
225	30	44
218	164	76
23	152	130
2	100	240
215	169	34
145	9	65
91	195	168
60	224	19
74	60	190
63	42	140
28	248	97
233	56	19
3	18	239
232	111	43
103	201	23
191	140	16
41	86	171
99	223	109
177	107	188
124	126	191
136	61	113
131	198	74
120	128	69
104	210	232
112	122	92
62	129	55
92	231	226
60	177	44
198	239	192
50	176	5
204	133	136
8	7	122
222	175	91
101	57	237
2	64	167
230	184	226
70	39	251
66	46	46
187	148	232
170	203	102
181	23	184
205	232	162
205	250	11
106	214	62
193	2	115
161	68	88
24	194	189
162	88	94
0	254	147
154	253	207
34	119	180
194	199	68
140	109	138
63	219	95
21	175	209
43	92	232
234	173	180
159	47	111
73	246	120
102	188	84
135	224	212
251	247	134
21	220	230
201	207	168
227	5	90
177	172	179
7	97	90
2	30	105
230	235	45
224	97	162
6	180	170
230	41	159
105	60	166
240	171	163
66	252	205
148	46	246
101	133	223
100	78	55
55	247	125
69	207	243
219	71	77
154	82	246
72	90	34
64	8	153
189	68	25
235	175	131
200	156	147
79	200	37
167	187	107
12	102	228
135	41	88
91	138	27
134	239	51
225	37	211
36	75	85
96	226	209
162	61	182
19	89	224
172	200	208
143	42	132
190	29	150
2	204	171
27	13	18
121	238	93
107	201	93
174	116	101
127	188	150
23	197	74
157	199	75
182	98	143
159	221	87
30	205	41
41	98	72
213	85	66
252	89	38
105	229	193
145	13	105
172	103	135
45	28	134
53	78	43
9	250	171
234	6	30
110	84	13
226	18	110
110	130	5
247	71	153
92	45	131
42	48	24
52	161	246
248	59	23
155	14	169
56	32	208
47	205	74
109	185	218
53	182	139
181	203	106
66	69	161
224	176	182
62	177	242
197	167	209
222	121	225
2	200	224
54	67	150
6	35	238
77	157	122
252	145	161
97	156	20
4	245	242
124	37	216
104	68	159
44	67	204
39	111	188
46	5	70
253	105	181
80	139	51
185	58	199
244	141	147
45	135	1
75	179	241
238	95	169
138	87	251
1	24	133
63	148	200
178	198	130
141	19	157
16	219	210
41	226	213
197	160	162
187	34	230
18	178	98
208	233	65
14	138	130
71	183	74
87	215	193
128	16	44
12	105	133
174	178	95
171	96	92
35	215	231
111	53	47
39	180	135
98	141	145
231	236	81
252	30	92
77	212	9
224	132	239
13	151	69
168	162	154
102	35	74
180	98	184
227	62	228
79	64	22
23	84	177
63	221	77
165	216	115
164	126	166
241	101	119
53	218	26
241	13	66
239	69	31
225	128	62
154	98	95
85	25	26
165	56	185
190	58	66
114	209	133
125	66	62
149	17	114
4	93	71
84	237	26
249	48	8
32	192	43
223	166	71
12	193	41
230	143	173
15	24	16
84	48	90
193	47	154
222	175	164
208	171	0
99	56	239
164	36	48
247	246	153
134	118	228
183	140	240
206	76	47
160	241	173
197	158	156
78	52	224
251	35	47
118	101	58
34	135	148
56	47	149
0	46	84
42	242	251
127	55	136
94	181	126
2	0	28
188	43	253
176	178	179
223	43	221
111	130	46
103	95	61
104	205	100
82	228	204
29	250	234
116	67	74
85	136	102
189	64	14
99	190	32
111	107	231
66	186	167
229	176	47
230	169	30
234	180	185
95	113	106
226	104	165
159	209	116
35	87	212
63	7	215
195	192	211
11	236	214
149	129	1
188	104	253
57	236	45
144	71	72
149	192	54
249	175	71
19	144	202
46	12	49
183	237	185
179	154	57
120	137	237
230	2	33
184	28	236
116	222	130
118	210	27
234	162	1
79	22	197
217	231	190
177	120	123
89	216	227
34	246	99
200	196	3
134	169	79
82	83	64
175	24	15
114	147	220
23	115	61
134	181	23
225	229	119
81	252	219
48	60	75
136	136	176
101	73	184
156	157	127
16	235	77
68	10	163
186	51	24
86	151	93
130	191	107
92	159	147
101	60	50
21	158	150
185	29	109
201	173	123
65	189	154
141	63	241
199	3	57
249	85	115
141	147	153
94	26	205
93	186	219
131	131	223
165	143	249
2	24	179
253	1	56
27	73	91
250	229	116
152	166	172
126	79	72
131	121	47
51	41	121
49	62	120
7	28	148
79	236	5
196	36	168
98	82	142
149	145	65
213	188	101
202	125	88
99	19	82
42	252	187
52	61	209
23	87	44
131	40	252
140	80	195
51	45	203
226	34	157
157	183	198
182	53	30
213	20	147
195	153	248
70	207	97
146	178	217
209	124	120
197	51	37
174	93	58
234	33	175
114	239	128
189	166	16
173	138	24
